SNo,Pair,Date,Session,Day,Direction,Entry_Price,SL_Price,TP_Price,Exit_Price,SL_Pips,Lot_Size,Account_Balance,Risk_Amount,RR,PnL,TP_Hit,Result,Trade_Duration
1249,EURGBP,2021-09-06,London,Monday,Buy,0.8893,0.88824,0.89195,0.88827,10.6,1.32,99311.04,181.9,0.95,-155.67,SL Hit,Loss,40m
1250,EURUSD,2021-09-06,London,Monday,Buy,1.10475,1.10358,1.10767,1.10358,11.7,1.32,99169.76,154.44,0.98,-141.28,SL Hit,Loss,58m
1251,EURUSD,2021-09-06,New York,Monday,Buy,1.07384,1.0732,1.07584,1.07582,6.4,2.29,99628.53,146.56,3.13,458.77,TP1 (1:3),Win,1h 55m
1252,EURGBP,2021-09-06,London,Monday,Sell,0.83932,0.83982,0.83807,0.8398,5.0,2.53,99474.22,164.45,0.94,-154.31,SL Hit,Loss,45m
1253,USDCAD,2021-09-06,New York,Monday,Sell,1.3189,1.32054,1.3148,1.32054,16.4,1.32,99325.6,166.69,0.97,-148.62,SL Hit,Loss,1h 5m
1254,XAUUSD,2021-09-06,New York,Monday,Buy,2038.96,2038.86,2039.2,2038.86,9.8,1.68,99174.37,164.64,0.92,-151.23,SL Hit,Loss,1h 22m
1255,GBPUSD,2021-09-06,New York,Monday,Sell,1.30918,1.31066,1.30548,1.31064,14.8,1.32,99036.91,195.36,0.95,-137.46,SL Hit,Loss,45m
1256,USDCAD,2021-09-06,London,Monday,Sell,1.31349,1.31512,1.3086,1.31349,16.3,1.32,99036.91,153.52,0.0,0.0,BE,,3h 0m
1257,XAUUSD,2021-09-06,London,Monday,Buy,2085.61,2085.51,2085.87,2085.51,10.4,1.65,98875.62,171.6,0.94,-161.29,SL Hit,Loss,1h 5m
1258,XAUUSD,2021-09-06,New York,Monday,Sell,1983.04,1983.13,1982.81,1983.13,9.2,1.92,98707.8,176.64,0.95,-167.82,SL Hit,Loss,32m
1259,EURUSD,2021-09-07,London,Tuesday,Sell,1.08056,1.0812,1.07864,1.08056,6.4,2.46,98707.8,157.64,0.0,0.0,BE,,45m
1260,USDCAD,2021-09-07,New York,Tuesday,Sell,1.29525,1.2965,1.29125,1.2913,12.5,1.6,99201.33,154.0,3.2,493.53,TP1 (1:3),Win,4h 20m
1261,XAUUSD,2021-09-07,London,Tuesday,Sell,1984.19,1984.31,1983.9,1984.31,11.5,1.32,99064.39,151.8,0.99,-136.94,SL Hit,Loss,1h 5m
1262,USDCAD,2021-09-07,London,Tuesday,Buy,1.33061,1.3292,1.33414,1.3292,14.1,1.32,98936.97,143.31,0.92,-127.42,SL Hit,Loss,45m
1263,USDCAD,2021-09-07,London,Tuesday,Buy,1.2051,1.20378,1.2084,1.20381,13.2,1.32,98811.42,134.16,0.97,-125.55,SL Hit,Loss,32m
1264,EURGBP,2021-09-07,New York,Tuesday,Buy,0.86886,0.86759,0.87267,0.86886,12.7,1.32,98811.42,153.15,0.0,0.0,BE,,45m
1265,USDCAD,2021-09-07,New York,Tuesday,Sell,1.29941,1.30045,1.29629,1.29941,10.4,1.68,98811.42,134.77,0.0,0.0,BE,,45m
1266,XAUUSD,2021-09-07,London,Tuesday,Sell,1920.09,1920.14,1919.97,1920.14,4.6,3.4,98661.09,156.4,0.96,-150.33,SL Hit,Loss,1h 5m
1267,GBPUSD,2021-09-09,New York,Thursday,Buy,1.27715,1.27577,1.2806,1.27579,13.8,1.32,98529.23,182.16,0.91,-131.86,SL Hit,Loss,48m
1268,EURGBP,2021-09-09,London,Thursday,Buy,0.8339,0.83299,0.83674,0.8367,9.1,1.32,98882.06,156.16,3.12,352.83,TP1 (1:3),Win,4h 20m
1269,USDCAD,2021-09-09,London,Thursday,Buy,1.25037,1.24915,1.25342,1.24916,12.2,1.65,98734.56,155.0,0.95,-147.5,SL Hit,Loss,1h 5m
1270,EURGBP,2021-09-09,New York,Thursday,Sell,0.83016,0.83118,0.82761,0.83116,10.2,1.32,98612.1,175.03,0.96,-122.46,SL Hit,Loss,40m
1271,GBPUSD,2021-09-09,London,Thursday,Sell,1.25057,1.25101,1.24913,1.24917,4.4,3.33,99092.2,146.52,3.28,480.1,TP1 (1:3),Win,2h 30m
1272,XAUUSD,2021-09-09,New York,Thursday,Buy,1862.63,1862.58,1862.77,1862.58,5.4,2.9,98946.32,156.6,0.93,-145.88,SL Hit,Loss,40m
1273,XAUUSD,2021-09-09,London,Thursday,Sell,2020.17,2020.31,2019.77,2020.17,13.5,1.32,98946.32,132.72,0.0,0.0,BE,,3h 0m
1274,USDCAD,2021-09-09,London,Thursday,Sell,1.34728,1.34827,1.34481,1.34824,9.9,2.18,98785.2,166.18,0.97,-161.12,SL Hit,Loss,18m
1275,GBPUSD,2021-09-09,London,Thursday,Buy,1.22088,1.21928,1.22488,1.2193,16.0,1.32,98617.03,211.2,0.92,-168.17,SL Hit,Loss,27m
1276,EURGBP,2021-09-09,London,Thursday,Sell,0.83603,0.83765,0.83198,0.83764,16.2,1.32,98461.1,277.99,0.98,-155.93,SL Hit,Loss,27m
1277,EURGBP,2021-09-10,New York,Friday,Buy,0.85442,0.85363,0.85702,0.85698,7.9,1.32,98852.62,135.56,3.29,391.52,TP1 (1:3),Win,5h 30m
1278,XAUUSD,2021-09-10,New York,Friday,Sell,2094.55,2094.69,2094.19,2094.69,14.4,1.32,98703.97,190.08,0.95,-148.65,SL Hit,Loss,1h 5m
1279,XAUUSD,2021-09-10,New York,Friday,Sell,1988.5,1988.63,1988.17,1988.63,13.2,1.32,98562.04,174.24,0.98,-141.93,SL Hit,Loss,12m
1280,XAUUSD,2021-09-10,London,Friday,Sell,1920.55,1920.69,1920.19,1920.69,14.5,1.32,98419.74,191.4,0.99,-142.3,SL Hit,Loss,55m
1281,EURUSD,2021-09-10,London,Friday,Sell,1.0832,1.08366,1.08188,1.08189,4.6,3.14,98834.38,144.44,2.87,414.64,TP1 (1:3),Win,1h 55m
1282,EURUSD,2021-09-10,New York,Friday,Sell,1.04931,1.04986,1.04794,1.04986,5.5,2.55,98696.84,140.25,0.98,-137.54,SL Hit,Loss,55m
1283,XAUUSD,2021-09-10,London,Friday,Sell,1973.58,1973.73,1973.1,1973.1,15.2,1.32,99184.12,200.64,3.15,487.28,TP1 (1:3),Win,1h 55m
1284,GBPUSD,2021-09-10,London,Friday,Buy,1.30085,1.2996,1.30398,1.29961,12.5,1.32,99052.55,165.0,0.95,-131.57,SL Hit,Loss,48m
1285,EURGBP,2021-09-10,London,Friday,Sell,0.84931,0.85079,0.84561,0.85077,14.8,1.32,98885.21,253.97,0.92,-167.34,SL Hit,Loss,27m
1286,EURUSD,2021-09-14,London,Tuesday,Buy,1.10747,1.10637,1.11089,1.11087,11.0,1.39,99360.89,152.9,3.11,475.68,TP1 (1:3),Win,6h 10m
1287,XAUUSD,2021-09-14,New York,Tuesday,Sell,1956.3,1956.46,1955.91,1956.46,15.6,1.32,99200.21,205.92,0.97,-160.68,SL Hit,Loss,35m
1288,EURGBP,2021-09-14,New York,Tuesday,Sell,0.87417,0.87549,0.86981,0.86985,13.2,1.32,99651.27,226.51,3.3,451.06,TP1 (1:3),Win,3h 22m
1289,EURUSD,2021-09-14,London,Tuesday,Buy,1.05574,1.05487,1.05791,1.05488,8.7,1.83,99500.21,159.21,0.95,-151.06,SL Hit,Loss,40m
1290,USDCAD,2021-09-14,New York,Tuesday,Buy,1.25048,1.2495,1.25362,1.25357,9.8,1.6,99886.18,120.74,3.2,385.97,TP1 (1:3),Win,2h 30m
1291,XAUUSD,2021-09-14,London,Tuesday,Buy,1841.92,1841.81,1842.19,1841.81,10.7,1.4,99744.27,149.8,0.95,-141.91,SL Hit,Loss,58m
1292,XAUUSD,2021-09-14,London,Tuesday,Buy,2067.61,2067.5,2067.89,2067.5,11.3,1.32,99623.86,149.16,0.96,-120.41,SL Hit,Loss,58m
1293,EURGBP,2021-09-14,New York,Tuesday,Buy,0.886,0.88475,0.88913,0.88476,12.5,1.32,99461.5,214.5,0.91,-162.36,SL Hit,Loss,12m
1294,XAUUSD,2021-09-14,London,Tuesday,Buy,1954.31,1954.25,1954.46,1954.25,6.2,2.65,99307.15,164.3,0.94,-154.35,SL Hit,Loss,40m
1295,GBPUSD,2021-09-15,London,Wednesday,Sell,1.24444,1.2457,1.24066,1.24444,12.6,1.34,99307.15,169.13,0.0,0.0,BE,,1h 10m
1296,EURGBP,2021-09-15,New York,Wednesday,Sell,0.8872,0.88857,0.88377,0.88854,13.7,1.32,99186.16,235.09,0.92,-120.99,SL Hit,Loss,40m
1297,EURGBP,2021-09-15,London,Wednesday,Buy,0.85297,0.85239,0.85442,0.85242,5.8,1.84,99054.55,138.74,0.95,-131.61,SL Hit,Loss,40m
1298,EURUSD,2021-09-15,London,Wednesday,Sell,1.0205,1.02168,1.01755,1.02165,11.8,1.37,98902.8,161.66,0.94,-151.75,SL Hit,Loss,32m
1299,USDCAD,2021-09-15,London,Wednesday,Buy,1.21814,1.21766,1.2197,1.21967,4.8,3.53,99326.35,130.47,3.25,423.55,TP1 (1:3),Win,5h 30m
1300,EURUSD,2021-09-15,New York,Wednesday,Buy,1.04214,1.04124,1.04439,1.04126,9.0,1.64,99184.34,147.6,0.96,-142.01,SL Hit,Loss,48m
1301,EURGBP,2021-09-15,New York,Wednesday,Buy,0.8387,0.83788,0.84075,0.8379,8.2,1.62,99016.44,172.69,0.97,-167.9,SL Hit,Loss,1h 22m
1302,XAUUSD,2021-09-15,New York,Wednesday,Sell,1823.26,1823.41,1822.81,1822.81,15.2,1.32,99476.19,200.64,2.96,459.75,TP1 (1:3),Win,2h 15m
1303,XAUUSD,2021-09-15,New York,Wednesday,Sell,1852.4,1852.57,1851.98,1852.57,16.9,1.32,99336.24,223.08,0.97,-139.95,SL Hit,Loss,55m
1304,XAUUSD,2021-09-15,London,Wednesday,Sell,1858.45,1858.59,1858.09,1858.59,14.3,1.32,99214.53,188.76,0.94,-121.71,SL Hit,Loss,18m
1305,XAUUSD,2021-09-16,New York,Thursday,Sell,1968.7,1968.74,1968.59,1968.74,4.4,3.14,99087.36,138.16,0.92,-127.17,SL Hit,Loss,1h 5m
1306,EURUSD,2021-09-16,New York,Thursday,Buy,1.02503,1.02346,1.03012,1.0301,15.7,1.32,99597.74,207.24,3.24,510.38,TP1 (1:3),Win,4h 20m
1307,GBPUSD,2021-09-16,New York,Thursday,Buy,1.22868,1.22776,1.23144,1.22868,9.2,1.69,99597.74,155.65,0.0,0.0,BE,,1h 30m
1308,XAUUSD,2021-09-16,New York,Thursday,Sell,2046.48,2046.65,2046.06,2046.65,16.7,1.32,99446.62,220.44,0.92,-151.12,SL Hit,Loss,48m
1309,XAUUSD,2021-09-16,New York,Thursday,Sell,1908.2,1908.24,1908.07,1908.07,4.2,3.5,99899.07,147.0,3.08,452.45,TP1 (1:3),Win,12h 20m
1310,EURUSD,2021-09-16,New York,Thursday,Buy,1.08109,1.07976,1.08442,1.07977,13.3,1.32,99763.13,175.56,0.99,-135.94,SL Hit,Loss,22m
1311,USDCAD,2021-09-16,London,Thursday,Sell,1.32028,1.32158,1.31703,1.32156,13.0,1.65,99604.54,165.16,0.96,-158.59,SL Hit,Loss,22m
1312,EURUSD,2021-09-16,New York,Thursday,Buy,1.03267,1.03154,1.03606,1.03267,11.3,1.32,99604.54,139.2,0.0,0.0,BE,,1h 30m
1313,XAUUSD,2021-09-16,London,Thursday,Sell,1967.87,1967.98,1967.6,1967.98,10.9,1.58,99437.92,172.22,0.97,-166.62,SL Hit,Loss,45m
1314,EURUSD,2021-09-16,New York,Thursday,Buy,1.04266,1.0415,1.04556,1.04151,11.6,1.32,99296.67,153.12,0.94,-141.25,SL Hit,Loss,1h 22m
1315,GBPUSD,2021-09-16,London,Thursday,Buy,1.24131,1.24031,1.24381,1.24031,10.0,1.46,99155.2,146.0,0.97,-141.47,SL Hit,Loss,27m
1316,USDCAD,2021-09-17,New York,Friday,Sell,1.27507,1.27618,1.27157,1.27161,11.1,1.37,99523.16,117.09,3.15,367.96,TP1 (1:3),Win,2h 15m
1317,EURUSD,2021-09-17,London,Friday,Buy,1.02486,1.02377,1.02796,1.02792,10.9,1.44,99969.66,156.96,2.84,446.5,TP1 (1:3),Win,2h 30m
1318,EURGBP,2021-09-17,London,Friday,Buy,0.83625,0.83539,0.8384,0.83539,8.6,1.32,99832.2,147.58,0.93,-137.46,SL Hit,Loss,55m
1319,EURGBP,2021-09-17,London,Friday,Buy,0.85609,0.85479,0.85934,0.85482,13.0,1.32,99674.15,223.08,0.99,-158.05,SL Hit,Loss,12m
1320,XAUUSD,2021-09-17,London,Friday,Sell,1807.45,1807.53,1807.25,1807.53,8.1,2.06,99518.76,166.86,0.93,-155.39,SL Hit,Loss,48m
1321,EURUSD,2021-09-17,New York,Friday,Sell,1.08471,1.08606,1.08134,1.08606,13.5,1.32,99365.31,178.2,0.93,-153.45,SL Hit,Loss,1h 5m
1322,XAUUSD,2021-09-17,New York,Friday,Sell,1980.09,1980.15,1979.94,1980.15,5.9,2.54,99222.78,149.86,0.95,-142.53,SL Hit,Loss,55m
1323,USDCAD,2021-09-17,New York,Friday,Buy,1.23854,1.23805,1.23977,1.23808,4.9,3.58,99091.58,135.07,0.97,-131.2,SL Hit,Loss,18m
1324,GBPUSD,2021-09-17,London,Friday,Buy,1.24099,1.24037,1.24254,1.24038,6.2,2.56,98939.07,158.72,0.96,-152.51,SL Hit,Loss,48m
1325,USDCAD,2021-09-17,New York,Friday,Buy,1.26029,1.25871,1.26539,1.26536,15.8,1.32,99417.99,160.59,3.23,478.92,TP1 (1:3),Win,3h 22m
1326,USDCAD,2021-09-17,New York,Friday,Sell,1.19688,1.19742,1.19553,1.1974,5.4,4.09,99263.27,170.06,0.91,-154.72,SL Hit,Loss,18m
1327,EURUSD,2021-09-20,New York,Monday,Sell,1.02103,1.02264,1.01701,1.02262,16.1,1.32,99142.25,212.52,0.95,-121.02,SL Hit,Loss,45m
1328,EURUSD,2021-09-20,New York,Monday,Buy,1.11644,1.11532,1.11924,1.11533,11.2,1.32,99012.81,147.84,0.95,-129.44,SL Hit,Loss,55m
1329,GBPUSD,2021-09-20,London,Monday,Buy,1.2511,1.25039,1.25288,1.2504,7.1,2.24,98858.7,159.04,0.97,-154.11,SL Hit,Loss,55m
1330,EURUSD,2021-09-20,London,Monday,Sell,1.08675,1.08787,1.08395,1.08786,11.2,1.57,98693.31,175.84,0.94,-165.39,SL Hit,Loss,32m
1331,EURUSD,2021-09-20,London,Monday,Sell,1.04648,1.04781,1.04316,1.04778,13.3,1.32,98564.45,175.56,0.96,-128.86,SL Hit,Loss,40m
1332,XAUUSD,2021-09-20,London,Monday,Buy,1939.41,1939.29,1939.78,1939.78,11.7,1.32,99000.86,154.44,3.2,436.41,TP1 (1:3),Win,8h 5m
1333,EURGBP,2021-09-20,New York,Monday,Buy,0.8472,0.84578,0.85075,0.8458,14.2,1.32,98856.56,243.67,0.93,-144.3,SL Hit,Loss,1h 5m
1334,EURUSD,2021-09-20,London,Monday,Buy,1.09847,1.0975,1.10156,1.10155,9.7,1.41,99291.8,136.77,3.19,435.24,TP1 (1:3),Win,3h 22m
1335,USDCAD,2021-09-20,London,Monday,Sell,1.338,1.33961,1.33398,1.3396,16.1,1.32,99151.14,163.64,0.97,-140.66,SL Hit,Loss,27m
1336,GBPUSD,2021-09-20,London,Monday,Sell,1.2993,1.29974,1.29798,1.2993,4.4,3.33,99151.14,146.46,0.0,0.0,BE,,2h 5m
1337,EURGBP,2021-09-21,New York,Tuesday,Sell,0.85355,0.85429,0.85134,0.85138,7.4,1.32,99502.46,126.98,2.98,351.32,TP1 (1:3),Win,4h 20m
1338,EURGBP,2021-09-21,New York,Tuesday,Buy,0.88447,0.88326,0.88749,0.88328,12.1,1.32,99349.86,207.64,0.94,-152.6,SL Hit,Loss,1h 5m
1339,EURGBP,2021-09-21,London,Tuesday,Buy,0.85352,0.85265,0.85569,0.85268,8.7,1.41,99201.34,159.47,0.93,-148.52,SL Hit,Loss,40m
1340,USDCAD,2021-09-21,New York,Tuesday,Sell,1.26102,1.2623,1.25718,1.26102,12.8,1.55,99201.34,152.89,0.0,0.0,BE,,3h 0m
1341,GBPUSD,2021-09-21,London,Tuesday,Sell,1.26257,1.26368,1.25979,1.26368,11.1,1.56,99034.78,173.16,0.96,-166.56,SL Hit,Loss,18m
1342,EURUSD,2021-09-21,London,Tuesday,Sell,1.02824,1.02973,1.02452,1.02972,14.9,1.32,98872.11,196.68,0.94,-162.67,SL Hit,Loss,48m
1343,EURUSD,2021-09-21,London,Tuesday,Sell,1.08976,1.09044,1.08806,1.09042,6.8,2.47,98714.17,167.96,0.94,-157.94,SL Hit,Loss,27m
1344,EURGBP,2021-09-21,New York,Tuesday,Sell,0.85192,0.85332,0.84842,0.85329,14.0,1.32,98593.41,240.24,0.95,-120.76,SL Hit,Loss,58m
1345,USDCAD,2021-09-21,New York,Tuesday,Sell,1.31476,1.31605,1.31089,1.31476,12.9,1.69,98593.41,168.06,0.0,0.0,BE,,2h 5m
1346,GBPUSD,2021-09-21,New York,Tuesday,Sell,1.27148,1.27249,1.26895,1.27248,10.1,1.6,98444.99,161.6,0.92,-148.42,SL Hit,Loss,45m
1347,EURGBP,2021-09-21,London,Tuesday,Sell,0.83073,0.83193,0.82695,0.82697,12.0,1.32,98889.62,205.92,3.15,444.63,TP1 (1:3),Win,8h 5m
1348,USDCAD,2021-09-22,New York,Wednesday,Buy,1.30335,1.30235,1.3062,1.30619,10.0,1.9,99307.28,146.3,2.85,417.66,TP1 (1:3),Win,2h 15m
1349,GBPUSD,2021-09-22,London,Wednesday,Buy,1.30722,1.3068,1.30827,1.30682,4.2,3.1,99182.41,130.2,0.96,-124.87,SL Hit,Loss,18m
1350,EURUSD,2021-09-22,London,Wednesday,Sell,1.09617,1.09718,1.09364,1.09718,10.1,1.35,99054.53,136.35,0.94,-127.88,SL Hit,Loss,55m
1351,EURUSD,2021-09-22,New York,Wednesday,Buy,1.10053,1.09931,1.10358,1.09932,12.2,1.32,98917.23,161.04,0.92,-137.3,SL Hit,Loss,55m
1352,EURGBP,2021-09-22,London,Wednesday,Buy,0.87445,0.87354,0.87743,0.8774,9.1,1.32,99272.93,156.16,3.28,355.7,TP1 (1:3),Win,1h 55m
1353,XAUUSD,2021-09-22,New York,Wednesday,Sell,1880.84,1880.98,1880.5,1880.98,13.6,1.32,99111.08,179.52,0.94,-161.85,SL Hit,Loss,1h 22m
1354,GBPUSD,2021-09-22,London,Wednesday,Buy,1.27661,1.27528,1.27994,1.27528,13.3,1.4,98942.11,186.2,0.91,-168.97,SL Hit,Loss,35m
1355,XAUUSD,2021-09-22,New York,Wednesday,Buy,2088.48,2088.38,2088.74,2088.38,10.2,1.69,98777.97,172.38,0.95,-164.14,SL Hit,Loss,32m
1356,GBPUSD,2021-09-22,London,Wednesday,Sell,1.21617,1.21773,1.21227,1.2177,15.6,1.32,98618.46,205.92,0.93,-159.51,SL Hit,Loss,12m
1357,EURGBP,2021-09-22,New York,Wednesday,Buy,0.83414,0.8332,0.83649,0.83323,9.4,1.32,98497.45,161.3,0.98,-121.01,SL Hit,Loss,27m
1358,USDCAD,2021-09-22,New York,Wednesday,Sell,1.24128,1.24206,1.23933,1.24204,7.8,2.52,98350.83,151.35,0.97,-146.62,SL Hit,Loss,18m
1359,EURGBP,2021-09-23,London,Thursday,Buy,0.88958,0.88884,0.89143,0.88886,7.4,1.53,98205.03,147.19,0.99,-145.8,SL Hit,Loss,1h 22m
1360,GBPUSD,2021-09-23,London,Thursday,Sell,1.29336,1.29454,1.29041,1.29452,11.8,1.32,98071.26,155.76,0.93,-133.77,SL Hit,Loss,45m
1361,XAUUSD,2021-09-23,New York,Thursday,Sell,2025.45,2025.6,2024.99,2024.99,15.0,1.32,98530.78,198.0,3.08,459.52,TP1 (1:3),Win,12h 20m
1362,USDCAD,2021-09-23,New York,Thursday,Buy,1.24586,1.24417,1.25108,1.25108,16.9,1.32,99010.08,171.77,3.09,479.3,TP1 (1:3),Win,1h 2m
1363,EURUSD,2021-09-23,London,Thursday,Sell,1.1021,1.1034,1.09885,1.10338,13.0,1.32,98871.46,171.6,0.94,-138.62,SL Hit,Loss,32m
1364,EURGBP,2021-09-23,London,Thursday,Sell,0.83676,0.83812,0.83235,0.83235,13.6,1.32,99295.42,233.38,3.24,423.96,TP1 (1:3),Win,5h 30m
1365,USDCAD,2021-09-23,New York,Thursday,Buy,1.33108,1.32975,1.33441,1.32976,13.3,1.63,99135.11,166.93,0.96,-160.31,SL Hit,Loss,58m
1366,EURGBP,2021-09-23,London,Thursday,Sell,0.84203,0.84288,0.8399,0.84285,8.5,1.43,98990.04,158.01,0.92,-145.07,SL Hit,Loss,55m
1367,EURGBP,2021-09-23,New York,Thursday,Sell,0.85441,0.85507,0.85232,0.85233,6.6,1.9,99505.1,163.02,3.16,515.06,TP1 (1:3),Win,6h 10m
1368,GBPUSD,2021-09-23,London,Thursday,Sell,1.26979,1.27082,1.26666,1.26667,10.3,1.32,99879.75,135.96,3.04,374.65,TP1 (1:3),Win,3h 22m
1369,XAUUSD,2021-09-24,London,Friday,Sell,1846.14,1846.26,1845.79,1846.14,11.6,1.49,99879.75,172.86,0.0,0.0,BE,,3h 0m
1370,GBPUSD,2021-09-24,London,Friday,Sell,1.27081,1.27187,1.26816,1.27185,10.6,1.6,99715.49,169.6,0.97,-164.26,SL Hit,Loss,32m
1371,USDCAD,2021-09-24,New York,Friday,Sell,1.34159,1.34326,1.33742,1.34325,16.7,1.32,99586.47,169.74,0.93,-129.02,SL Hit,Loss,12m
1372,EURUSD,2021-09-24,New York,Friday,Sell,1.09619,1.09787,1.09199,1.09784,16.8,1.32,99458.39,221.76,0.95,-128.08,SL Hit,Loss,35m
1373,EURGBP,2021-09-24,New York,Friday,Buy,0.8613,0.86033,0.86372,0.86033,9.7,1.32,99301.65,166.45,0.97,-156.74,SL Hit,Loss,45m
1374,EURUSD,2021-09-24,New York,Friday,Sell,1.03464,1.03569,1.03201,1.03567,10.5,1.34,99166.91,140.7,0.96,-134.74,SL Hit,Loss,32m
1375,USDCAD,2021-09-24,London,Friday,Buy,1.34977,1.34919,1.35122,1.34921,5.8,3.04,99036.77,135.77,0.96,-130.14,SL Hit,Loss,48m
1376,EURUSD,2021-09-24,New York,Friday,Buy,1.08042,1.07915,1.08359,1.07917,12.7,1.32,98892.35,167.64,0.95,-144.42,SL Hit,Loss,58m
1377,EURUSD,2021-09-27,London,Monday,Sell,1.03027,1.03149,1.02722,1.03147,12.2,1.32,98769.06,161.04,0.93,-123.29,SL Hit,Loss,40m
1378,XAUUSD,2021-09-27,London,Monday,Buy,2082.52,2082.45,2082.74,2082.52,7.2,1.88,98769.06,135.0,0.0,0.0,BE,,3h 0m
1379,EURUSD,2021-09-27,London,Monday,Sell,1.0406,1.04129,1.03887,1.04128,6.9,1.91,98641.34,131.79,0.97,-127.72,SL Hit,Loss,35m
1380,XAUUSD,2021-09-27,New York,Monday,Buy,2090.86,2090.8,2091.04,2090.86,6.0,2.89,98641.34,173.14,0.0,0.0,BE,,2h 5m
1381,GBPUSD,2021-09-27,New York,Monday,Buy,1.2967,1.2958,1.2993,1.29926,9.0,1.89,99133.12,170.1,2.89,491.78,TP1 (1:3),Win,2h 30m
1382,XAUUSD,2021-09-27,London,Monday,Sell,1880.08,1880.13,1879.96,1880.13,4.8,2.71,99007.15,130.08,0.97,-125.97,SL Hit,Loss,12m
1383,GBPUSD,2021-09-27,New York,Monday,Sell,1.28957,1.29015,1.28812,1.29015,5.8,2.57,98860.94,149.06,0.98,-146.21,SL Hit,Loss,40m
1384,EURGBP,2021-09-27,New York,Monday,Sell,0.87491,0.87652,0.87088,0.8765,16.1,1.32,98692.86,276.28,0.92,-168.08,SL Hit,Loss,48m
1385,USDCAD,2021-09-27,New York,Monday,Buy,1.3256,1.32462,1.32865,1.32863,9.8,1.72,99096.74,129.79,3.11,403.88,TP1 (1:3),Win,1h 2m
1386,USDCAD,2021-09-27,New York,Monday,Sell,1.27524,1.2766,1.27184,1.27659,13.6,1.55,98942.66,162.32,0.95,-154.08,SL Hit,Loss,58m
1387,EURUSD,2021-09-30,London,Thursday,Sell,1.10657,1.10738,1.10414,1.10657,8.1,1.63,98942.66,132.21,0.0,0.0,BE,,3h 0m
1388,EURGBP,2021-09-30,London,Thursday,Buy,0.83226,0.83088,0.83652,0.8365,13.8,1.32,99425.22,236.81,3.09,482.56,TP1 (1:3),Win,2h 15m
1389,GBPUSD,2021-09-30,London,Thursday,Buy,1.2957,1.29489,1.29773,1.2949,8.1,1.96,99272.82,158.76,0.96,-152.4,SL Hit,Loss,32m
1390,EURUSD,2021-09-30,London,Thursday,Buy,1.05629,1.05569,1.05779,1.0557,6.0,2.8,99106.3,168.0,0.99,-166.52,SL Hit,Loss,1h 22m
1391,EURGBP,2021-09-30,London,Thursday,Buy,0.83659,0.83557,0.83914,0.83558,10.2,1.32,98981.41,175.03,0.94,-124.89,SL Hit,Loss,48m
1392,EURGBP,2021-09-30,London,Thursday,Buy,0.8603,0.85981,0.86152,0.85981,4.9,2.41,98838.9,153.52,0.93,-142.51,SL Hit,Loss,40m
1393,USDCAD,2021-09-30,London,Thursday,Sell,1.24918,1.24968,1.24793,1.24965,5.0,4.16,98688.37,160.16,0.94,-150.53,SL Hit,Loss,1h 5m
1394,EURUSD,2021-09-30,London,Thursday,Sell,1.07855,1.07958,1.07597,1.07957,10.3,1.32,98565.88,135.96,0.94,-122.49,SL Hit,Loss,12m
1395,EURUSD,2021-09-30,New York,Thursday,Buy,1.09061,1.08927,1.09396,1.08929,13.4,1.32,98399.49,176.88,0.97,-166.39,SL Hit,Loss,45m
1396,USDCAD,2021-09-30,New York,Thursday,Buy,1.2587,1.25791,1.26099,1.26096,7.9,2.01,98754.61,122.27,2.9,355.12,TP1 (1:3),Win,3h 22m
1397,GBPUSD,2021-09-30,New York,Thursday,Sell,1.27574,1.27708,1.27239,1.27706,13.4,1.32,98623.59,176.88,0.91,-131.02,SL Hit,Loss,18m
1398,XAUUSD,2021-10-01,London,Friday,Sell,1943.54,1943.59,1943.42,1943.59,4.6,3.63,98464.82,166.98,0.95,-158.77,SL Hit,Loss,18m
1399,EURUSD,2021-10-01,New York,Friday,Buy,1.09397,1.09244,1.0978,1.09245,15.3,1.32,98303.47,201.96,0.98,-161.35,SL Hit,Loss,58m
1400,EURGBP,2021-10-01,New York,Friday,Buy,0.8501,0.8489,0.85404,0.854,12.0,1.32,98771.18,205.92,3.28,467.71,TP1 (1:3),Win,1h 2m
1401,GBPUSD,2021-10-01,New York,Friday,Buy,1.28771,1.28677,1.29006,1.28677,9.4,1.53,98635.91,143.82,0.94,-135.27,SL Hit,Loss,32m
1402,EURUSD,2021-10-01,London,Friday,Buy,1.061,1.05965,1.06437,1.05967,13.5,1.32,98493.95,178.2,0.94,-141.96,SL Hit,Loss,12m
1403,GBPUSD,2021-10-01,New York,Friday,Buy,1.29149,1.2905,1.29397,1.29051,9.9,1.72,98331.91,170.28,0.95,-162.04,SL Hit,Loss,12m
1404,EURUSD,2021-10-01,New York,Friday,Sell,1.06781,1.06844,1.06623,1.06844,6.3,4.35,98063.32,274.05,0.98,-268.59,SL Hit,Loss,27m
1405,EURUSD,2021-10-01,London,Friday,Sell,1.03205,1.03354,1.02832,1.03352,14.9,1.32,97895.04,196.68,0.99,-168.28,SL Hit,Loss,58m
1406,USDCAD,2021-10-01,New York,Friday,Sell,1.2068,1.20727,1.20529,1.20534,4.7,3.33,98282.92,120.51,3.22,387.88,TP1 (1:3),Win,4h 20m
